Tube_ID,Probability_P,Predicted_Wall_Loss_mm
1810,0.9045477261369315,0.35831982342297963
1809,0.9040479760119939,0.3579366701010821
1808,0.9035482258870564,0.3575554000570367
1807,0.9030484757621189,0.35717599372670855
1806,0.9025487256371814,0.3567984318475791
1805,0.9020489755122438,0.3564226954525743
1804,0.9015492253873063,0.35604876586405065
1803,0.9010494752623688,0.35567662468793215
1802,0.9005497251374313,0.3553062538079965
1801,0.9000499750124937,0.35493763538030343
1800,0.8995502248875562,0.35457075182776193
1799,0.8990504747626187,0.3542055858348334
1798,0.8985507246376812,0.3538421203423642
1797,0.8980509745127436,0.353480338542546
1796,0.8975512243878061,0.35312022387399933
1795,0.8970514742628686,0.35276176001697623
1794,0.896551724137931,0.35240493088867964
1793,0.8960519740129935,0.3520497206386951
1792,0.8955522238880559,0.35169611364453274
1791,0.8950524737631184,0.3513440945072746
1790,0.8945527236381808,0.35099364804732613
1789,0.8940529735132433,0.35064475930026784
1788,0.8935532233883058,0.35029741351280486
1787,0.8930534732633683,0.34995159613881077
1786,0.8925537231384307,0.3496072928354641
1785,0.8920539730134932,0.3492644894594745
1784,0.8915542228885557,0.34892317206339607
1783,0.8910544727636182,0.34858332689202465
1782,0.8905547226386806,0.348244940378879
1781,0.8900549725137431,0.34790799914276077
1780,0.8895552223888056,0.3475724899843934
1779,0.889055472263868,0.34723839988313626
1778,0.8885557221389305,0.3469057159937732
1777,0.888055972013993,0.34657442564337215
1776,0.8875562218890555,0.34624451632821607
1775,0.887056471764118,0.3459159757107999
1774,0.8865567216391804,0.3455887916168959
1773,0.8860569715142429,0.345262952032682
1772,0.8855572213893053,0.34493844510193356
1771,0.8850574712643677,0.34461525912327673
1770,0.8845577211394302,0.34429338254750036
1769,0.8840579710144927,0.3439728039749267
1768,0.8835582208895552,0.34365351215283874
1767,0.8830584707646176,0.343335495972962
1766,0.8825587206396801,0.34301874446900066
1765,0.8820589705147426,0.3427032468142258
1764,0.881559220389805,0.34238899231911424
1763,0.8810594702648675,0.3420759704290377
1762,0.88055972013993,0.341764170722
1761,0.8800599700149925,0.3414535829064215
1760,0.879560219890055,0.34114419681897024
1759,0.8790604697651174,0.3408360024224365
1758,0.8785607196401799,0.3405289898036533
1757,0.8780609695152424,0.3402231491714575
1756,0.8775612193903048,0.33991847085469407
1755,0.8770614692653673,0.3396149453002602
1754,0.8765617191404298,0.3393125630711895
1753,0.8760619690154923,0.339011314844775
1752,0.8755622188905546,0.3387111914107288
1751,0.8750624687656171,0.3384121836693808
1750,0.8745627186406796,0.33811428262991094
1749,0.8740629685157421,0.33781747940861817
1748,0.8735632183908045,0.3375217652272232
1747,0.873063468265867,0.3372271314112048
1746,0.8725637181409295,0.3369335693881686
1745,0.872063968015992,0.33664107068624805
1744,0.8715642178910544,0.33634962693253645
1743,0.8710644677661169,0.33605922985154935
1742,0.8705647176411794,0.33576987126371705
1741,0.8700649675162418,0.33548154308390543
1740,0.8695652173913043,0.33519423731996595
1739,0.8690654672663668,0.3349079460713128
1738,0.8685657171414293,0.33462266152752773
1737,0.8680659670164917,0.33433837596699045
1736,0.8675662168915542,0.334055081755536
1735,0.8670664667666167,0.3337727713451367
1734,0.8665667166416792,0.3334914372726089
1733,0.8660669665167416,0.33321107215834395
1732,0.8655672163918041,0.3329316687050633
1731,0.8650674662668665,0.3326532196965958
1730,0.864567716141929,0.3323757179966782
1729,0.8640679660169914,0.3320991565477778
1728,0.8635682158920539,0.33182352836993595
1727,0.8630684657671164,0.3315488265596339
1726,0.8625687156421789,0.3312750442886784
1725,0.8620689655172413,0.33100217480310745
1724,0.8615692153923038,0.33073021142211667
1723,0.8610694652673663,0.3304591475370041
1722,0.8605697151424287,0.3301889766101348
1721,0.8600699650174912,0.3299196921739229
1720,0.8595702148925537,0.3296512878298331
1719,0.8590704647676162,0.32938375724739855
1718,0.8585707146426786,0.3291170941632573
1717,0.8580709645177411,0.32885129238020494
1716,0.8575712143928036,0.32858634576626444
1715,0.8570714642678661,0.32832224825377165
1714,0.8565717141429285,0.3280589938384774
1713,0.856071964017991,0.3277965765786649
1712,0.8555722138930535,0.3275349905942822
1711,0.8550724637681159,0.3272742300660904
1710,0.8545727136431783,0.3270142892348257
1709,0.8540729635182408,0.32675516240037605
1708,0.8535732133933033,0.3264968439209722
1707,0.8530734632683658,0.32623932821239243
1706,0.8525737131434282,0.3259826097471801
1705,0.8520739630184907,0.32572668305387564
1704,0.8515742128935532,0.32547154271626033
1703,0.8510744627686156,0.32521718337261374
1702,0.8505747126436781,0.3249635997149827
1701,0.8500749625187406,0.3247107864884635
1700,0.8495752123938031,0.3244587384904949
1699,0.8490754622688655,0.3242074505701638
1698,0.848575712143928,0.3239569176275221
1697,0.8480759620189905,0.3237071346129142
1696,0.847576211894053,0.3234580965263169
1695,0.8470764617691154,0.32320979841668857
1694,0.8465767116441779,0.32296223538132995
1693,0.8460769615192404,0.3227154025652551
1692,0.8455772113943029,0.3224692951605724
1691,0.8450774612693653,0.3222239084058755
1690,0.8445777111444277,0.3219792375856445
1689,0.8440779610194902,0.32173527802965646
1688,0.8435782108945526,0.3214920251124048
1687,0.8430784607696151,0.32124947425252925
1686,0.8425787106446776,0.3210076209122536
1685,0.8420789605197401,0.320766460596833
1684,0.8415792103948025,0.32052598885400985
1683,0.841079460269865,0.3202862012734784
1682,0.8405797101449275,0.3200470934863574
1681,0.84007996001999,0.31980866116467155
1680,0.8395802098950524,0.3195709000208402
1679,0.8390804597701149,0.31933380580717496
1678,0.8385807096451774,0.31909737431538465
1677,0.8380809595202399,0.31886160137608743
1676,0.8375812093953023,0.31862648285833156
1675,0.8370814592703648,0.31839201466912237
1674,0.8365817091454273,0.31815819275295737
1673,0.8360819590204898,0.3179250130913676
1672,0.8355822088955522,0.31769247170246695
1671,0.8350824587706147,0.31746056464050754
1670,0.8345827086456771,0.3172292879954419
1669,0.8340829585207395,0.3169986378924925
1668,0.833583208395802,0.3167686104917265
1667,0.8330834582708645,0.3165392019876381
1666,0.832583708145927,0.31631040860873616
1665,0.8320839580209894,0.316082226617139
1664,0.8315842078960519,0.3158546523081739
1663,0.8310844577711144,0.3156276820099838
1662,0.8305847076461769,0.31540131208313915
1661,0.8300849575212393,0.31517553892025524
1660,0.8295852073963018,0.31495035894561607
1659,0.8290854572713643,0.3147257686148027
1658,0.8285857071464268,0.31450176441432764
1657,0.8280859570214892,0.31427834286127454
1656,0.8275862068965517,0.3140555005029425
1655,0.8270864567716142,0.31383323391649676
1654,0.8265867066466767,0.3136115397086229
1653,0.8260869565217391,0.3133904145151871
1652,0.8255872063968016,0.31316985500090133
1651,0.8250874562718641,0.3129498578589921
1650,0.8245877061469266,0.3127304198108756
1649,0.8240879560219889,0.31251153760583616
1648,0.8235882058970514,0.3122932080207101
1647,0.8230884557721139,0.31207542785957326
1646,0.8225887056471763,0.3118581939534339
1645,0.8220889555222388,0.311641503159929
1644,0.8215892053973013,0.3114253523630255
1643,0.8210894552723638,0.31120973847272515
1642,0.8205897051474262,0.31099465842477414
1641,0.8200899550224887,0.3107801091803761
1640,0.8195902048975512,0.3105660877259094
1639,0.8190904547726137,0.31035259107264845
1638,0.8185907046476761,0.3101396162564888
1637,0.8180909545227386,0.3099271603376756
1636,0.8175912043978011,0.3097152204005365
1635,0.8170914542728636,0.30950379355321767
1634,0.816591704147926,0.3092928769274236
1633,0.8160919540229885,0.3090824676781604
1632,0.815592203898051,0.3088725629834826
1631,0.8150924537731135,0.3086631600442436
1630,0.8145927036481759,0.3084542560838489
1629,0.8140929535232383,0.30824584834801316
1628,0.8135932033983008,0.3080379341045208
1627,0.8130934532733632,0.30783051064298855
1626,0.8125937031484257,0.30762357527463274
1625,0.8120939530234882,0.30741712533203863
1624,0.8115942028985507,0.30721115816893313
1623,0.8110944527736131,0.3070056711599606
1622,0.8105947026486756,0.3068006617004615
1621,0.8100949525237381,0.30659612720625395
1620,0.8095952023988006,0.3063920651134184
1619,0.809095452273863,0.3061884728780845
1618,0.8085957021489255,0.3059853479762217
1617,0.808095952023988,0.30578268790343155
1616,0.8075962018990505,0.30558049017474376
1615,0.8070964517741129,0.3053787523244138
1614,0.8065967016491754,0.305177471905724
1613,0.8060969515242379,0.3049766464907867
1612,0.8055972013993004,0.30477627367035043
1611,0.8050974512743628,0.30457635105360786
1610,0.8045977011494253,0.3043768762680069
1609,0.8040979510244878,0.30417784695906375
1608,0.8035982008995501,0.30397926079017856
1607,0.8030984507746126,0.3037811154424536
1606,0.8025987006496751,0.30358340861451305
1605,0.8020989505247376,0.303386138022326
1604,0.8015992003998,0.3031893013990308
1603,0.8010994502748625,0.30299289649476235
1602,0.800599700149925,0.30279692107648104
1601,0.8000999500249875,0.3026013729278042
1600,0.7996001999000499,0.3024062498488392
1599,0.7991004497751124,0.30221154965601915
1598,0.7986006996501749,0.3020172701819404
1597,0.7981009495252374,0.3018234092752019
1596,0.7976011994002998,0.30162996480024673
1595,0.7971014492753623,0.3014369346372056
1594,0.7966016991504248,0.30124431668174223
1593,0.7961019490254873,0.3010521088449005
1592,0.7956021989005497,0.3008603090529538
1591,0.7951024487756122,0.3006689152472558
1590,0.7946026986506747,0.3004779253840933
1589,0.7941029485257372,0.3002873374345409
1588,0.7936031984007995,0.3000971493843172
1587,0.793103448275862,0.299907359233643
1586,0.7926036981509245,0.299717964997101
1585,0.7921039480259869,0.29952896470349744
1584,0.7916041979010494,0.299340356395725
1583,0.7911044477761119,0.2991521381306276
1582,0.7906046976511744,0.298964307978867
1581,0.7901049475262368,0.2987768640247908
1580,0.7896051974012993,0.29858980436630156
1579,0.7891054472763618,0.29840312711472844
1578,0.7886056971514243,0.2982168303946994
1577,0.7881059470264867,0.2980309123440156
1576,0.7876061969015492,0.2978453711135269
1575,0.7871064467766117,0.2976602048670089
1574,0.7866066966516742,0.29747541178104153
1573,0.7861069465267366,0.297290990044889
1572,0.7856071964017991,0.2971069378603809
1571,0.7851074462768616,0.29692325344179515
1570,0.784607696151924,0.29673993501574214
1569,0.7841079460269865,0.29655698082104975
1568,0.783608195902049,0.29637438910865055
1567,0.7831084457771114,0.2961921581414695
1566,0.7826086956521738,0.2960102861943135
1565,0.7821089455272363,0.29582877155376197
1564,0.7816091954022988,0.2956476125180585
1563,0.7811094452773613,0.29546680739700404
1562,0.7806096951524237,0.2952863545118515
1561,0.7801099450274862,0.2951062521952007
1560,0.7796101949025487,0.29492649879089566
1559,0.7791104447776112,0.29474709265392196
1558,0.7786106946526736,0.29456803215030597
1557,0.7781109445277361,0.2943893156570152
1556,0.7776111944027986,0.2942109415618591
1555,0.777111444277861,0.29403290826339196
1554,0.7766116941529235,0.29385521417081606
1553,0.776111944027986,0.29367785770388627
1552,0.7756121939030485,0.29350083729281573
1551,0.775112443778111,0.2933241513781825
1550,0.7746126936531734,0.2931477984108373
1549,0.7741129435282359,0.29297177685181214
1548,0.7736131934032984,0.29279608517223005
1547,0.7731134432783607,0.29262072185321586
1546,0.7726136931534232,0.29244568538580806
1545,0.7721139430284857,0.29227097427087106
1544,0.7716141929035482,0.2920965870190092
1543,0.7711144427786106,0.29192252215048126
1542,0.7706146926536731,0.29174877819511574
1541,0.7701149425287356,0.29157535369222753
1540,0.769615192403798,0.2914022471905351
1539,0.7691154422788605,0.2912294572480788
1538,0.768615692153923,0.29105698243213995
1537,0.7681159420289855,0.29088482131916077
1536,0.767616191904048,0.2907129724946652
1535,0.7671164417791104,0.2905414345531808
1534,0.7666166916541729,0.29037020609816105
1533,0.7661169415292354,0.2901992857419087
1532,0.7656171914042978,0.29002867210549993
1531,0.7651174412793603,0.2898583638187097
1530,0.7646176911544228,0.28968835951993716
1529,0.7641179410294853,0.28951865785613207
1528,0.7636181909045477,0.28934925748272255
1527,0.7631184407796102,0.28918015706354294
1526,0.7626186906546726,0.28901135527076277
1525,0.7621189405297351,0.2888428507848162
1524,0.7616191904047975,0.28867464229433265
1523,0.76111944027986,0.2885067284960675
1522,0.7606196901549225,0.2883391080948342
1521,0.760119940029985,0.2881717798034367
1520,0.7596201899050474,0.2880047423426025
1519,0.7591204397801099,0.28783799444091673
1518,0.7586206896551724,0.2876715348347566
1517,0.7581209395302348,0.28750536226822687
1516,0.7576211894052973,0.28733947549309546
1515,0.7571214392803598,0.28717387326873034
1514,0.7566216891554223,0.2870085543620366
1513,0.7561219390304847,0.2868435175473942
1512,0.7556221889055472,0.28667876160659683
1511,0.7551224387806097,0.28651428532879086
1510,0.7546226886556722,0.2863500875104149
1509,0.7541229385307346,0.28618616695514065
1508,0.7536231884057971,0.2860225224738133
1507,0.7531234382808596,0.2858591528843938
1506,0.752623688155922,0.2856960570119001
1505,0.7521239380309844,0.2855332336883508
1504,0.7516241879060469,0.2853706817527082
1503,0.7511244377811094,0.28520840005082154
1502,0.7506246876561719,0.2850463874353726
1501,0.7501249375312343,0.28488464276581965
1500,0.7496251874062968,0.28472316490834376
1499,0.7491254372813593,0.28456195273579443
1498,0.7486256871564217,0.28440100512763644
1497,0.7481259370314842,0.284240320969897
1496,0.7476261869065467,0.2840798991551132
1495,0.7471264367816092,0.2839197385822808
1494,0.7466266866566716,0.2837598381568022
1493,0.7461269365317341,0.28360019679043613
1492,0.7456271864067966,0.28344081340124716
1491,0.7451274362818591,0.2832816869135562
1490,0.7446276861569215,0.28312281625789076
1489,0.744127936031984,0.2829642003709365
1488,0.7436281859070465,0.2828058381954886
1487,0.743128435782109,0.2826477286804041
1486,0.7426286856571714,0.28248987078055443
1485,0.7421289355322338,0.2823322634567783
1484,0.7416291854072963,0.2821749056758355
1483,0.7411294352823588,0.28201779641036034
1482,0.7406296851574212,0.2818609346388168
1481,0.7401299350324837,0.28170431934545254
1480,0.7396301849075462,0.28154794952025475
1479,0.7391304347826086,0.2813918241589056
1478,0.7386306846576711,0.2812359422627383
1477,0.7381309345327336,0.2810803028386938
1476,0.7376311844077961,0.28092490489927757
1475,0.7371314342828585,0.28076974746251715
1474,0.736631684157921,0.2806148295519196
1473,0.7361319340329835,0.2804601501964299
1472,0.735632183908046,0.2803057084303896
1471,0.7351324337831084,0.2801515032934955
1470,0.7346326836581709,0.2799975338307588
1469,0.7341329335332334,0.27984379909246554
1468,0.7336331834082959,0.27969029813413593
1467,0.7331334332833583,0.2795370300164853
1466,0.7326336831584208,0.2793839938053845
1465,0.7321339330334832,0.27923118857182144
1464,0.7316341829085456,0.2790786133918627
1463,0.7311344327836081,0.2789262673466151
1462,0.7306346826586706,0.27877414952218815
1461,0.7301349325337331,0.27862225900965665
1460,0.7296351824087955,0.27847059490502357
1459,0.729135432283858,0.2783191563091837
1458,0.7286356821589205,0.2781679423278867
1457,0.728135932033983,0.2780169520717016
1456,0.7276361819090454,0.2778661846559807
1455,0.7271364317841079,0.2777156392008243
1454,0.7266366816591704,0.2775653148310462
1453,0.7261369315342329,0.27741521067613784
1452,0.7256371814092953,0.277265325870235
1451,0.7251374312843578,0.27711565955208295
1450,0.7246376811594203,0.2769662108650031
1449,0.7241379310344828,0.27681697895685925
1448,0.7236381809095452,0.27666796298002444
1447,0.7231384307846077,0.27651916209134825
1446,0.7226386806596702,0.27637057545212385
1445,0.7221389305347327,0.27622220222805605
1444,0.721639180409795,0.2760740415892291
1443,0.7211394302848575,0.2759260927100751
1442,0.72063968015992,0.27577835476934226
1441,0.7201399300349824,0.27563082695006413
1440,0.7196401799100449,0.2754835084395284
1439,0.7191404297851074,0.2753363984292465
1438,0.7186406796601699,0.275189496114923
1437,0.7181409295352323,0.27504280069642595
1436,0.7176411794102948,0.27489631137775655
1435,0.7171414292853573,0.2747500273670201
1434,0.7166416791604198,0.27460394787639636
1433,0.7161419290354822,0.27445807212211076
1432,0.7156421789105447,0.2743123993244054
1431,0.7151424287856072,0.27416692870751064
1430,0.7146426786606697,0.274021659499617
1429,0.7141429285357321,0.2738765909328468
1428,0.7136431784107946,0.2737317222432265
1427,0.7131434282858571,0.2735870526706594
1426,0.7126436781609196,0.273442581458898
1425,0.712143928035982,0.27329830785551695
1424,0.7116441779110444,0.2731542311118865
1423,0.7111444277861069,0.27301035048314576
1422,0.7106446776611693,0.2728666652281761
1421,0.7101449275362318,0.2727231746095754
1420,0.7096451774112943,0.2725798778936317
1419,0.7091454272863568,0.2724367743502979
1418,0.7086456771614192,0.27229386325316596
1417,0.7081459270364817,0.272151143879442
1416,0.7076461769115442,0.27200861550992067
1415,0.7071464267866067,0.27186627742896097
1414,0.7066466766616691,0.2717241289244612
1413,0.7061469265367316,0.27158216928783463
1412,0.7056471764117941,0.2714403978139854
1411,0.7051474262868566,0.2712988138012843
1410,0.704647676161919,0.27115741655154524
1409,0.7041479260369815,0.27101620537000143
1408,0.703648175912044,0.2708751795652821
1407,0.7031484257871065,0.27073433844938916
1406,0.7026486756621689,0.27059368133767436
1405,0.7021489255372314,0.2704532075488162
1404,0.7016491754122939,0.2703129164047976
1403,0.7011494252873562,0.27017280723088327
1402,0.7006496751624187,0.27003287935559755
1401,0.7001499250374812,0.2698931321107022
1400,0.6996501749125437,0.26975356483117474
1399,0.6991504247876061,0.2696141768551863
1398,0.6986506746626686,0.2694749675240806
1397,0.6981509245377311,0.2693359361823524
1396,0.6976511744127936,0.2691970821776262
1395,0.697151424287856,0.26905840486063526
1394,0.6966516741629185,0.268919903585201
1393,0.696151924037981,0.2687815777082121
1392,0.6956521739130435,0.26864342658960405
1391,0.6951524237881059,0.26850544959233874
1390,0.6946526736631684,0.26836764608238467
1389,0.6941529235382309,0.26823001542869657
1388,0.6936531734132934,0.26809255700319556
1387,0.6931534232883558,0.2679552701807497
1386,0.6926536731634183,0.26781815433915446
1385,0.6921539230384808,0.2676812088591132
1384,0.6916541729135433,0.26754443312421783
1383,0.6911544227886056,0.2674078265209303
1382,0.6906546726636681,0.26727138843856324
1381,0.6901549225387306,0.2671351182692613
1380,0.689655172413793,0.26699901540798265
1379,0.6891554222888555,0.2668630792524804
1378,0.688655672163918,0.2667273092032845
1377,0.6881559220389805,0.2665917046636835
1376,0.6876561719140429,0.2664562650397063
1375,0.6871564217891054,0.2663209897401048
1374,0.6866566716641679,0.2661858781763356
1373,0.6861569215392304,0.26605092976254274
1372,0.6856571714142928,0.2659161439155404
1371,0.6851574212893553,0.26578152005479505
1370,0.6846576711644178,0.2656470576024089
1369,0.6841579210394803,0.26551275598310253
1368,0.6836581709145427,0.2653786146241979
1367,0.6831584207896052,0.2652446329556017
1366,0.6826586706646677,0.2651108104097889
1365,0.6821589205397302,0.26497714642178594
1364,0.6816591704147926,0.26484364042915437
1363,0.6811594202898551,0.2647102918719749
1362,0.6806596701649175,0.26457710019283087
1361,0.6801599200399799,0.26444406483679256
1360,0.6796601699150424,0.264311185251401
1359,0.6791604197901049,0.26417846088665253
1358,0.6786606696651674,0.26404589119498306
1357,0.6781609195402298,0.26391347563125234
1356,0.6776611694152923,0.2637812136527289
1355,0.6771614192903548,0.2636491047190744
1354,0.6766616691654173,0.2635171482923289
1353,0.6761619190404797,0.2633853438368955
1352,0.6756621689155422,0.2632536908195254
1351,0.6751624187906047,0.26312218870930326
1350,0.6746626686656672,0.2629908369776324
1349,0.6741629185407296,0.26285963509822025
1348,0.6736631684157921,0.26272858254706366
1347,0.6731634182908546,0.2625976788024349
1346,0.672663668165917,0.262466923344867
1345,0.6721639180409795,0.2623363156571399
1344,0.671664167916042,0.26220585522426626
1343,0.6711644177911045,0.26207554153347745
1342,0.6706646676661668,0.26194537407420987
1341,0.6701649175412293,0.26181535233809106
1340,0.6696651674162918,0.26168547581892626
1339,0.6691654172913543,0.2615557440126846
1338,0.6686656671664167,0.2614261564174859
1337,0.6681659170414792,0.26129671253358716
1336,0.6676661669165417,0.2611674118633695
1335,0.6671664167916042,0.26103825391132507
1334,0.6666666666666666,0.26090923818404355
1333,0.6661669165417291,0.26078036419019984
1332,0.6656671664167916,0.2606516314405408
